riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"I'm hard as a rock, and as light as a feather. I'm passed on to one another. Poor people need me, and rich people have me. What am I?",penny,windmills,money,wealth,2
"I'm hard as a rock, and as light as a feather. I'm passed on to one another. Poor people need me, and rich people have me. What am I?",money,windmills,monies,penny,0
"What has green hair, a round red head and a long thin white beard?",tomato,broccoli,carrots,radish,3
"What has green hair, a round red head and a long thin white beard?",broccoli,cucumber,carrots,radish,3
There are 4 houses a pink house which a pink person live there and a green house which a green person lives there and a orange house which a orange person lives there and there's a white house who lives there?,impeach,presidency,president,trump,2
There are 4 houses a pink house which a pink person live there and a green house which a green person lives there and a orange house which a orange person lives there and there's a white house who lives there?,impeach,president,presidency,politician,1
"Mrs. Kedringham was a riddle-obsessed teacher.  Every day, she would put a riddle on the board, and whoever solved it would have a reward.  The bright student Jane almost always solved them, but on this occasion she was stuck.  Can you help her?  I drink the blood of the Earth, And the trees fear my roar, Yet a man may hold me in his hands, I can even be bought at a store.",chainsaw,machete,shovel,baseball bat,0
"Mrs. Kedringham was a riddle-obsessed teacher.  Every day, she would put a riddle on the board, and whoever solved it would have a reward.  The bright student Jane almost always solved them, but on this occasion she was stuck.  Can you help her?  I drink the blood of the Earth, And the trees fear my roar, Yet a man may hold me in his hands, I can even be bought at a store.",machete,shovel,chainsaw,lawn mower,2
Does a pound of gold or a pound of feathers weight more?,feathers,Evaporated milk,birds,yeast,0
Does a pound of gold or a pound of feathers weight more?,feathers,Evaporated milk,birds,fangs,0
You are a bus driver at a station. 10 get on the bus and no one gets off. You drive 10 miles to another station where 3 people get on and 1 gets off. You drive another 10 miles only to get 25 people on and 5 people go off. Next you drive 3 miles while 12 people exit the bus. You drive back to the place knowing that a couple more stops along the way untill the ride is done. At the 2nd to last station 5 people get on and 2 get off. And at the last station (5.5 miles) 25 people get on for no reason and 1 gets off. What is the bus drivers eye color?,brown,black,white,yellow,0
You are a bus driver at a station. 10 get on the bus and no one gets off. You drive 10 miles to another station where 3 people get on and 1 gets off. You drive another 10 miles only to get 25 people on and 5 people go off. Next you drive 3 miles while 12 people exit the bus. You drive back to the place knowing that a couple more stops along the way untill the ride is done. At the 2nd to last station 5 people get on and 2 get off. And at the last station (5.5 miles) 25 people get on for no reason and 1 gets off. What is the bus drivers eye color?,yellow,brown,orange,black,1
"During the day, I follow one, during the night, I follow none. What am I?",avocado,coconut,strawberries,sunflower,3
"During the day, I follow one, during the night, I follow none. What am I?",strawberries,coconut,radish,sunflower,3
This thing can bat but never hit. It is next to a ball that is never thrown. It is good luck when found and it falls when it is lost.,eyeliner,eyebrow,eyelash,mascara,2
This thing can bat but never hit. It is next to a ball that is never thrown. It is good luck when found and it falls when it is lost.,eyelash,eyeliner,eyelids,mascara,0
I have split the one into five. I am the circle that few will spy. I am the path that breaks and gives. I am the bow no man may bend.,rainbow,unicorn,sparkles,colors,0
I have split the one into five. I am the circle that few will spy. I am the path that breaks and gives. I am the bow no man may bend.,rainbow,banner,colors,unicorn,0
"Do what he says and you'll be fine, don't and you lose the game.",Chris,Simon,daisy,Dan,1
"Do what he says and you'll be fine, don't and you lose the game.",daisy,Luigi,Simon,Dan,2
"To discover the Power Word you'll have to begin with an essential liquid to life - but without hesitation.  Now add another bit of tea, please, and what have you got?",square foot,power consumption,watt,scissors,2
"To discover the Power Word you'll have to begin with an essential liquid to life - but without hesitation.  Now add another bit of tea, please, and what have you got?",watt,broomstick,square foot,scissors,0
"Pointing North, South, East, and West it saves the lost and helps the rest. What is it?",map,coordinates,flashlight,compass,3
"Pointing North, South, East, and West it saves the lost and helps the rest. What is it?",coordinates,compass,map,navigation,1
Everyone in the world break me when they speak every time. Who am I?,noise,darkness,whisper,silence,3
Everyone in the world break me when they speak every time. Who am I?,whisper,darkness,silence,annihilation,2
Where do Dutch hamsters live?,Bodie,Lassie,Hamsterdam,David Simon,2
Where do Dutch hamsters live?,Lassie,Hamsterdam,David Simon,Baltimore,1
"Violet, indigo, blue and green, yellow, orange and red; these are the colors you have seen after the storm has fled. What am I?",unicorn,rainbow,colors,pink,1
"Violet, indigo, blue and green, yellow, orange and red; these are the colors you have seen after the storm has fled. What am I?",sparkles,rainbow,pink,unicorn,1
He is bald .He kills people for a living.He works for a person called Diana. Who is he?,hitman,boat,murderer,prostitute,0
He is bald .He kills people for a living.He works for a person called Diana. Who is he?,helicopter,boat,murderer,hitman,3
"I have 4 corners all about, black within red without. What am I?",attic,pipe,chimney,spiral staircase,2
"I have 4 corners all about, black within red without. What am I?",oven,chimney,attic,spiral staircase,1
What man can shave 10 times a day and still have a beard?,hair,barber,shave,haircut,1
What man can shave 10 times a day and still have a beard?,haircut,hair,barber,mustache,2
I'm a dessert consisting usually of toasted marshmallow and pieces of chocolate bar sandwich between two graham crackers.,chocolate,strawberry,waffles,S'mores,3
I'm a dessert consisting usually of toasted marshmallow and pieces of chocolate bar sandwich between two graham crackers.,strawberry,brownie,S'mores,chocolate,2
"I'm a short tree with many branches. One thick root is all I have, curly or straight. One upside down flower I carry on my back. It blooms beautifully as soon as it rains. Who am I?",umbrella,scarf,poncho,blanket,0
"I'm a short tree with many branches. One thick root is all I have, curly or straight. One upside down flower I carry on my back. It blooms beautifully as soon as it rains. Who am I?",blanket,umbrella,unbrella,scarf,1
"I am high in the sky, though I never leave the ground, if I fall, will I make a sound.  what am I?",tree,cactus,leaf,pillow,0
"I am high in the sky, though I never leave the ground, if I fall, will I make a sound.  what am I?",tree,leaf,cactus,teddy bear,0
During which month do people sleep the least?,June,January,February,March,2
During which month do people sleep the least?,March,January,February,October,2
I have four legs but no tail. Usually I am heard only at night.,snake,bird,frog,crab,2
I have four legs but no tail. Usually I am heard only at night.,snake,frog,lizard,crab,1
What goes up a chimney down but not down a chimney up?,sandwitch,umbrella,unbrella,ledge,2
What goes up a chimney down but not down a chimney up?,ledge,umbrella,flashbang,unbrella,3
What gets tighter when stretched?,total,budget,genre,money,1
What gets tighter when stretched?,debt,money,budget,total,2
Who plays when he works and works when he plays?,chameleon,liar,screenwriter,actor,3
Who plays when he works and works when he plays?,actress,chameleon,actor,screenwriter,2
"Be enjoying the singles' life most shall.We are more solitary than social. Of my body is constructed my home.A place where ""guests"" do not casually roam. After I am done giving it a spin.Danger is lurking for venturers in. The way I prey is a bit like fishin'.With two legs up on the competition. What am I?",spider,snake,lizard,praying mantis,0
"Be enjoying the singles' life most shall.We are more solitary than social. Of my body is constructed my home.A place where ""guests"" do not casually roam. After I am done giving it a spin.Danger is lurking for venturers in. The way I prey is a bit like fishin'.With two legs up on the competition. What am I?",spider,lizard,bird,praying mantis,0
Whipping one of these out in the wrong setting is said to be terrible luck.,poncho,blanket,scarf,umbrella,3
Whipping one of these out in the wrong setting is said to be terrible luck.,unbrella,umbrella,blanket,scarf,1
Mary's father has three kids one is Alexis the second one is jolly who's the third?,Mary,David,John,Sarah,0
Mary's father has three kids one is Alexis the second one is jolly who's the third?,Sarah,John,Mary,Jesus,2
"I am a word of five, remove two and one remains. What am I",Florida Keys,concrete,valley,stone,3
"I am a word of five, remove two and one remains. What am I",valley,stone,wood,Florida Keys,1
"My 1, 5, 10 can be made of aluminum. My 5, 3, 4 intensifies sound. My 1, 2, 10, 7 are inmates. My 4, 8, 10, 6 are bowling targets. My 1, 9, 3, 5 is a deadly sleeping illness. My whole is a feeling of deep sympathy.",map,compassion,flashlight,kindness,1
