,question,choice_list,choice_order
3454,It stalks the countryside with ears that can't hear. What is it?,"['Barley', 'Corn', 'Rice', 'Wheat']",[1]
3455,"What is cut on a table, but is never eaten?","['A pair of scissors', 'A deck of cards', 'A piece of paper', 'A book']",[1]
3456,"What has one eye, but can't see?","['A rock', 'A tree', 'A potato', 'A needle.']",[3]
3457,"You see a boat filled with people, yet there isn't a single person on board. How is that possible?","['The people on the boat are invisible', 'The boat is a ghost ship', 'The boat is a mirage', 'The boat has only MARRIED people on it!']",[3]
3458,A man who was outside in the rain without an umbrella or hat didn't get a single hair on his head wet. Why?,"['He had a magical force field protecting him', 'He was standing under a tree', 'He was bald.', 'He was wearing a waterproof hat']",[2]
3459,What can you break without ever touching it?,"['Glass', 'A mirror', 'Possible answers:1. Trust.2. A promise', 'A bone']",[2]
3460,"When I get multiplied by any number, the sum of the figures in the product is always me. What am I?","['Five', 'Seven', 'One', 'Nine.']",[3]
3461,"Janie's friends were chipping in to buy her a wedding shower present. At first, 10 friends chipped in, but 2 of them dropped out. Each of the 8 had to chip in another dollar to bring the amount back up. How much money did they plan to collect?","['$40 (10 at $4 or 8 at $5)', '$30 (10 at $3 or 8 at $3.75)', '$20 (10 at $2 or 8 at $2.50)', '$50 (10 at $5 or 8 at $6.25)']",[0]
3462,What question can you never answer yes to?,"['""Are you a pineapple?""', '""Are you a robot?""', '""Are you a time traveler?""', 'Are you asleep?']",[3]
3463,What month of the year has 28 days?,"['December', 'February', 'All of them', 'April']",[2]
3464,"Mickey and Donald decided to take a break from shooting cartoons and played several golf matches against each other in a week. They played for a pizza at each match, but no pizzas were purchased until the end of the week.If at any time Mickey and Donald had the same number of wins, those pizzas were canceled. Mickey won four matches (but no pizzas), and Donald won three pizzas. How many rounds of golf were played?","['10 rounds', '14 rounds', '12 rounds', ""11 rounds. Donald won 7 matches - Four to cancel out Mickey's and three more to win the pizzas.""]",[3]
3465,Three matches are sitting on a table. Without adding another make for three matches four. You are not allowed to break any of the matches.,"['Combine the three matches to form the letter ""A"" which looks like the number four.', 'Shape the 3 matches into a roman numeral four:IV.', 'Place the three matches in a way that they create a triangle shape, resembling the number four.', 'Arrange the three matches in a way that they form a square shape, which represents the number four.']",[1]
3466,I am a 7 letter word. I become longer when my third letter is removed. What am I?,"['Longer', 'Lounge', 'Linger', 'Lounger.']",[3]
3467,Why is it easier to count cows than sheep?,"['""Because cows are bigger and easier to see.""', '""Because cows are easier to herd and gather in one place.""', 'You can use a cow-culator.', '""Because cows are more common than sheep.""']",[2]
3468,Can you write down eight eights so that they add up to one thousand?,"['888 + 88 + 8 + 8 + 8 = 880', '888 + 88 + 8 + 8 + 8 = 1008', '888 + 88 + 8 + 8 + 8 = 1000', '888 + 88 + 8 + 8 + 8 = 1088']",[2]
3469,How many times can you subtract the number 5 from 25?,"['""Ten times. You can subtract 5 from 25 ten times before it\'s not 25 anymore.""', '""Twenty times. You can subtract 5 from 25 twenty times before it\'s not 25 anymore.""', '""Five times. You can subtract 5 from 25 five times before it\'s not 25 anymore.""', ""Once. After that it's not 25 anymore.""]",[3]
3470,How many sides does a circle have?,"['""None - a circle is a 2-dimensional shape""', '""One - a circle has only one continuous curve""', '""Infinite - a circle has an infinite number of points on its circumference""', 'Two - inside and outside.']",[3]
3471,"If two is a company and three is a crowd, what is 4 and 5?","['13', '11', '9.', '7']",[2]
3472,What has 4 eyes but cannot see?,"['Spider', 'Glasses', 'Mississippi', 'Potato']",[2]
3473,"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg.I peel layers like onions, but still remain whole, I can be long like a flagpole, yet fit in a hole.What am I?","['A snake.', 'A lizard', 'A caterpillar', 'A worm']",[0]
3474,What looks bigger without a head than with one?,"['A pillow.', 'A marshmallow', 'A balloon', 'A cloud']",[0]
3475,"A man leaves home and turns three times, only to return home facing two people wearing masks. Who are they?","['Two burglars', 'Two trick-or-treaters', 'Two police officers', 'A catcher and umpire.']",[3]
3476,How do you make the word 'one' disappear?,"['""Remove the \'o\' - ne""', '""Change the \'o\' to \'a\' - nane""', '""Rearrange the letters - eon""', 'Add a G - Gone.']",[3]
3477,"I'm attractive, shaped like a shoe, bi-polar and may just repel you.What am I?","['A magnet.', 'A rock', 'A mirror', 'A rubber band']",[0]
3478,What kind of coat can only be used when wet?,"['A coat of paint.', 'A waterproof coat', 'A wet suit', 'A raincoat']",[0]
3479,I am the shortest complete sentence in the English language.,"['""Jump.""', 'Go.', '""Run.""', '""Stop.""']",[1]
3480,"I drift forever with the current down these long canals they've made. Tame, yet wild, I run elusive, multitasking to your aid. Before I came the world was a darker place. Colder, sometimes, rougher true. But though I might make living easy, I'm good at killing too.What am I?","['Fire', 'Water', 'Wind', 'Electricity.']",[3]
3481,"At the sound of me, men may dream or stamp their feet. At the sound of me, women may laugh or sometimes weep.What am I?","['Music.', 'Silence', 'Words', 'Noise']",[0]
3482,What can run but can't walk?,"['A flowing river', 'A gust of wind', 'A drop of water.', 'A ray of light']",[2]
3483,What has hands but can't clap?,"['A statue', 'A glove', 'A clock.', 'A puppet']",[2]
3484,"Halo of water, tongue of wood, skin of stone, long I've stood.What am I?","['A statue', 'A castle.', 'A mountain', 'A tree']",[1]
3485,"I see you, you see me; I raise my right hand,  you raise your left. What Am I?","['A mountain', 'A castle.', 'A mirror', 'A tree']",[1]
3486,"When you have more of me, you see a lot less.What am I?","['Light', 'Clarity', 'Visibility', 'Darkness.']",[3]
3487,I have lot of memories to show people. But I own none.What am I?,"['A photo album.', 'A scrapbook', 'A diary', 'A camera']",[0]
3488,"I go through cities, towns and villages, but I never come inside.What am I?","['A river', 'A cloud', 'A mountain', 'A street.']",[3]
3489,Everyone needs it. Everyone gives it. But few ever take it. What is it?,"['Opinion', 'Wisdom', 'Guidance', 'Advice.']",[3]
3490,"I can only live where there is light, but I die if the light shines on me. What am I?","['A shadow.', 'Reflection', 'Mirror', 'Darkness']",[0]
3491,I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,"['A calculator', 'A piano', 'A keyboard.', 'A typewriter']",[2]
3492,"I am always there, some distance away, somewhere between land or sea and sky I fly, you may move towards me, yet distant I shall stay.","['""Mountains""', '""Clouds""', 'Horizon', '""Stars""']",[2]
3493,We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size.,"['Thoughts', 'Silence', 'Actions', 'Words']",[3]
3494,"What comes once in a minute, twice in a moment, but never in a thousand years?","['The number 1', 'The letter M.', 'The letter ""o""', 'The word ""never""']",[1]
3495,"What do you throw out when you want to use it, but take in when you don't?","['A flashlight', 'A key', 'An anchor.', 'A towel']",[2]
3496,"I have a head but no body, a heart but no blood. Just leaves and no branches, I grow without wood. What am I?","['Carrot', 'Lettuce', 'Cabbage.', 'Tomato']",[2]
3497,What kind of cheese is made backwards?,"['Edam', '""Cheddar""', '""Swiss""', '""Mozzarella""']",[0]
3498,What do you break before you use it?,"['A mirror', 'A glass', 'An egg.', 'A pencil']",[2]
3499,"What falls, but never breaks. What breaks, but never falls?","['Day and night.', 'Waves', 'Rain', 'Glass']",[0]
3500,I hover without wings. I cry without eyes.,"['A plane', 'A kite', 'A cloud.', 'A bird']",[2]
3501,What falls often but never gets hurt?,"['Leaf', 'Feather', 'Rain.', 'Snow']",[2]
3502,"You'll always find me in the past. I can be created in the present, but the future can never taint me. What am I?","['Tradition', 'Legacy', 'History.', 'Memory']",[2]
3503,"What sport starts with a T, has four letters, and is played around the world?","['Rugby', 'Tennis', 'Polo', 'Golf.']",[3]
3504,What is heavy one way but not the other?,"['Kilogram', 'Pound', 'Ounce', 'Ton.']",[3]
3505,What goes up but never comes down?,"['Our age.', 'A balloon', 'A rocket', 'A staircase']",[0]
3506,What stays where it is when it goes off?,"['A car horn', 'An alarm clock.', 'A light bulb', 'A fire alarm']",[1]
3507,"When they're alive we sing, when they're dead we clap! What are they?","['Christmas lights', 'Fireworks', 'Birthday candles.', 'Sparklers']",[2]
3508,"What has cities but no house.Forests, but not trees.Water, but no fish?","['A compass', 'A GPS', 'A globe', 'A map.']",[3]
3509,"You may enter, but you may not come in. I have space, but no room. I have keys, but open no lock. What am I?","['A car', 'A book', 'A door', 'A computer.']",[3]
